ID,POS,Name,Age,Prone,INT,WE,B,T,POT,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KNP,PIT,VELO,HLD,STM,KCP,Slot,PT,G/F,CON P,GAP P,POW P,EYE P,K P,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
56991,SP,Tommy Sharp,18,Durable,Low,Normal,R,R,20,35,30,35,45,50,-,50,-,-,-,40,-,-,-,4,86-88 Mph,45,70,-,Normal (3/4),Normal,FB,25,25,20,25,35,20,20,30,30,45,30,35,30,30,30,20,20,Slot,Hard,Very High
56992,CF,Rupert Metzger,21,Durable,Normal,High,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,35,20,45,50,20,20,55,45,40,45,70,45,45,75,65,60,Slot,Easy,Very High
56993,SP,Eddie Rice,21,Normal,Normal,Normal,R,R,35,45,45,60,65,45,-,50,-,-,-,45,-,-,-,4,96-98 Mph,65,40,-,Normal (3/4),Power,NEU,25,25,20,20,25,20,25,35,35,50,25,40,45,25,35,25,20,$310k,Normal,Very High
56994,SS,Chris Green,18,Normal,Normal,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,55,60,30,30,70,20,20,50,50,55,50,60,55,55,50,45,30,Impossible,Impossible,High
56995,SP,Robby Roth,21,Normal,Normal,Normal,R,R,40,50,50,45,60,65,-,65,-,-,-,-,-,-,-,3,95-97 Mph,25,60,-,Normal (3/4),Power,NEU,25,25,25,25,25,20,20,30,25,45,25,30,30,35,30,20,20,$1.3m,Extremely Hard,Very High
56996,SP,Steve Hatfield,18,Durable,Normal,Normal,L,L,20,30,30,40,40,50,-,-,-,40,-,-,-,-,-,3,85-87 Mph,70,55,-,Normal (3/4),Normal,NEU,30,30,35,20,35,20,20,25,30,50,20,35,30,35,25,20,20,Slot,Extremely Hard,High
56997,SP,Art Robison,18,Normal,Normal,Normal,R,R,20,25,30,40,40,25,45,-,-,-,-,-,-,-,-,3,83-85 Mph,65,55,-,Over the Top,Normal,FB,30,30,20,20,45,20,25,30,20,55,30,55,40,20,20,20,20,Slot,Extremely Hard,Very High
56998,SP,Jamie Terry,21,Durable,Normal,Low,R,R,20,35,30,35,45,55,-,-,45,-,-,-,-,-,-,3,89-91 Mph,40,40,-,Normal (3/4),Normal,NEU,30,30,20,25,40,20,20,35,35,45,25,30,20,45,20,20,20,Slot,Hard,Very High
56999,3B,Jamie West,21,Normal,Low,Normal,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,35,30,45,40,20,25,60,50,65,30,45,50,60,45,25,20,Slot,Hard,High
57000,1B,Josh Maerz,21,Durable,Normal,Low,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,40,45,30,20,20,35,30,35,30,25,35,35,30,25,20,Slot,Hard,High
57001,C,Joe Steigerwald,22,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,40,30,40,40,50,30,25,35,25,35,20,35,25,25,20,20,Slot,Hard,Very High
57002,LF,Eddie Burgos,18,Durable,Normal,High,R,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,45,45,45,20,25,35,30,35,30,45,45,50,65,55,50,Slot,Extremely Hard,High
57003,SP,CHAD FLANNERY,21,Durable,Normal,High,R,R,40,45,55,40,60,25,-,60,-,-,55,-,-,-,-,4,95-97 Mph,60,70,-,Normal (3/4),GB'er,GB,45,45,55,40,55,25,20,50,45,65,40,45,55,65,30,45,45,$800k,Easy,Very High
57004,C,Tony Galvan,21,Durable,Normal,High,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,EX FB,30,40,35,45,30,60,45,20,35,40,30,30,40,40,20,25,25,Slot,Hard,Very High
57005,3B,Mike Cramer,21,Normal,Normal,Low,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,40,40,40,45,20,20,60,50,65,45,45,55,60,35,35,35,Slot,Hard,High
57006,LF,Ben Mendoza,21,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,45,40,35,45,55,20,20,30,30,55,25,45,50,70,30,30,30,Slot,Normal,High
57007,SP,Joe Webster,21,Fragile,Normal,Normal,R,R,20,35,30,35,50,45,55,-,-,-,-,-,-,-,-,3,89-91 Mph,30,75,-,Normal (3/4),Normal,NEU,25,30,20,20,35,20,20,30,25,55,25,25,35,25,20,20,30,Slot,Hard,Very High
57008,SP,Eric Sargent,18,Normal,Normal,Normal,L,L,20,35,25,40,35,50,-,-,-,-,35,45,-,-,-,4,88-90 Mph,65,55,-,Normal (3/4),Normal,FB,30,30,20,20,40,25,25,30,25,55,20,20,25,50,20,20,25,Slot,Hard,Very High
57009,SP,Josh Wagner,21,Normal,Normal,Low,L,R,20,45,30,35,55,-,55,45,-,50,-,-,-,-,-,4,92-94 Mph,40,65,-,Normal (3/4),Normal,NEU,30,30,30,20,35,20,20,30,30,50,25,35,20,45,25,20,20,Slot,Normal,Very High
57010,SS,Marc Rodberg,22,Durable,Low,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,30,35,25,40,45,25,20,65,45,65,70,50,45,60,70,50,35,Slot,Normal,High
57011,SP,Micah Holton,21,Normal,Normal,Normal,R,R,20,45,30,40,-,20,70,-,-,-,60,-,-,-,-,3,93-95 Mph,55,65,-,Normal (3/4),Normal,NEU,40,30,20,25,55,20,20,35,40,40,25,35,25,30,20,25,20,Slot,Very Easy,Very High
57012,2B,Danny Levell,21,Normal,Low,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,83-85 Mph,20,20,-,Normal (3/4),Normal,FB,30,40,30,40,45,20,20,55,50,45,60,60,50,45,60,55,60,Slot,Very Easy,Very High
57013,SP,Steve Kenney,18,Normal,Normal,Low,R,R,20,35,25,40,45,45,-,40,-,-,40,35,-,-,-,5,86-88 Mph,30,55,-,Over the Top,Normal,FB,30,30,20,20,45,20,25,30,30,55,30,30,30,35,25,25,20,Slot,Normal,High
57014,SS,Jim Mansfield,21,Normal,Normal,Normal,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,40,50,45,20,20,55,55,50,60,60,60,45,45,55,45,Slot,Hard,High
57015,SP,JOSH RICHARDSON,21,Normal,Normal,Low,L,L,55,55,55,50,65,70,-,40,60,-,-,-,-,-,-,4,95-97 Mph,75,55,-,Normal (3/4),Power,EX GB,30,30,20,25,40,20,20,30,35,50,20,40,20,30,20,20,20,$6.5m,Normal,Very High
57016,SP,Jim Clark,22,Normal,Normal,Normal,R,R,20,40,25,35,-,35,45,50,-,40,45,-,-,-,-,6,91-93 Mph,65,55,45,Normal (3/4),Normal,NEU,30,30,20,20,30,20,20,35,35,50,25,30,30,25,20,20,20,Slot,Normal,Very High
57017,SS,Bobby Hanson,18,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,30,35,45,25,20,60,40,65,40,45,35,65,55,45,35,Slot,Extremely Hard,High
57018,SP,Norm Brown,21,Normal,Normal,Normal,R,R,20,40,30,40,50,55,-,50,-,-,-,-,-,-,-,3,91-93 Mph,25,50,-,Over the Top,Normal,FB,25,30,20,20,30,20,20,30,25,50,20,35,35,30,25,20,20,Slot,Extremely Hard,High
57019,SS,IRA DUCKWORTH,18,Durable,Low,Normal,R,R,40,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,55,60,40,35,75,20,20,55,50,60,60,50,50,60,55,65,60,$700k,Extremely Hard,Very High
57020,CF,Rodrigo Egea,22,Normal,Normal,Normal,L,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,30,35,35,45,20,20,60,55,45,55,70,40,55,65,55,45,Slot,Easy,Very High
57021,CF,Chris Estrada,18,Normal,Normal,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,45,35,40,25,65,20,20,50,40,35,40,55,45,50,65,40,40,Slot,Normal,High
57022,SS,Andy Crais,21,Normal,High,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,40,30,50,20,20,60,40,60,40,50,45,60,45,20,20,Slot,Easy,High
57023,SP,Andy Wilson,18,Durable,Normal,High,R,R,20,40,30,30,45,-,60,55,-,-,-,-,-,-,-,3,86-88 Mph,45,55,-,Normal (3/4),Normal,NEU,35,30,20,40,55,20,25,25,25,50,20,25,30,45,20,20,20,Slot,Extremely Hard,Very High
57024,RF,Danny Sanchez,21,Normal,Normal,Normal,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,NEU,35,45,45,45,45,20,20,35,30,40,20,55,45,45,60,30,30,Slot,Extremely Hard,High
57025,C,Ezra Giles,22,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,25,40,40,55,45,45,30,40,25,35,40,35,25,20,25,Slot,Normal,Very High
57026,3B,Josh Richardson,21,Normal,Normal,Low,L,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,35,30,35,45,45,30,30,35,35,55,30,40,75,50,35,20,20,Slot,Normal,Very High
57027,LF,DAVE GISONDI,18,Normal,Normal,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,EX FB,45,60,55,45,65,20,20,40,40,45,35,50,60,55,35,45,30,$900k,Normal,Very High
57028,CL,Luis Gonzalez,21,Normal,Normal,Normal,S,R,50,60,60,40,-,-,70,-,-,-,70,-,-,-,-,2,96-98 Mph,40,35,-,Over the Top,GB'er,GB,25,30,20,20,30,20,20,35,30,70,30,40,35,30,30,20,20,$230k,Normal,Very High
57029,CF,Charlie Kimble,18,Durable,Normal,Normal,L,L,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,35,30,60,50,20,20,55,40,35,20,55,45,40,55,50,45,Slot,Hard,High
57030,RP,Mike Wentz,18,Durable,Normal,Low,R,R,20,30,30,35,40,45,-,-,-,-,40,40,-,-,-,4,84-86 Mph,65,45,-,Normal (3/4),Normal,FB,20,25,20,20,25,20,20,30,20,50,25,25,30,35,25,20,25,Slot,Extremely Hard,Very High
57031,CF,Dan Mitchell,21,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,35,30,45,40,20,20,60,60,40,65,60,55,55,45,45,30,Slot,Easy,High
57032,CF,Jon Lollar,18,Normal,Normal,High,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,EX FB,35,40,30,45,50,20,20,35,30,35,20,55,40,50,50,30,35,Slot,Extremely Hard,High
57033,SP,Billy Duris,18,Normal,Normal,High,R,R,20,35,25,40,45,-,45,50,-,-,-,-,-,-,-,3,87-89 Mph,50,40,-,Normal (3/4),Normal,NEU,25,30,25,20,30,20,25,30,30,50,20,35,35,40,25,25,20,Slot,Normal,Very High
57034,SP,Bob Grigsby,17,Normal,High,Normal,R,R,20,35,45,40,-,20,-,60,-,-,55,-,-,-,-,3,88-90 Mph,20,70,-,Normal (3/4),Normal,NEU,25,30,20,20,30,20,25,25,30,55,30,25,30,35,25,20,25,Slot,Extremely Hard,Very High
57035,CL,Jonathan Leitner,21,Durable,Normal,Normal,R,R,45,50,55,50,-,25,50,55,-,-,60,-,-,-,-,4,94-96 Mph,30,25,-,Normal (3/4),Normal,NEU,25,30,20,30,25,20,20,30,40,45,25,30,25,25,30,20,20,Slot,Normal,Very High
57036,CL,Sean Perry,21,Durable,Normal,Normal,R,R,50,45,65,50,-,70,-,30,50,-,-,-,-,-,-,3,92-94 Mph,35,50,-,Over the Top,GB'er,EX GB,40,35,20,25,50,20,20,30,25,50,30,40,35,45,30,20,20,Slot,Normal,Very High
57037,SP,ATAS THABET,21,Durable,Normal,Normal,L,L,45,50,55,45,65,60,60,-,-,-,-,-,-,-,-,3,97-99 Mph,70,45,-,Normal (3/4),Power,GB,35,30,20,25,55,20,20,35,35,50,20,35,45,30,30,30,35,$850k,Easy,Very High
57038,SP,Mike Lara,21,Normal,Normal,Low,L,L,20,45,25,35,55,55,35,-,-,-,-,50,-,-,-,4,91-93 Mph,70,70,-,Normal (3/4),Normal,FB,40,30,30,25,50,20,20,30,30,65,20,30,35,40,30,20,20,Slot,Easy,Very High
57039,SP,JOE HUFSTETLER,21,Normal,Normal,Low,R,R,25,55,30,35,65,-,65,65,-,-,-,-,-,-,-,3,97-99 Mph,50,75,-,Over the Top,Power,NEU,25,25,20,25,25,20,20,40,40,40,20,30,45,40,25,20,20,$240k,Normal,High
57040,CF,Rusty Cooper,18,Durable,Normal,Low,R,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,45,45,45,45,20,20,35,25,50,30,60,35,55,60,45,45,Slot,Hard,Very High
57041,1B,Eric Mixon,18,Normal,Normal,Normal,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,40,45,50,50,20,20,25,30,25,25,25,30,35,25,30,25,Slot,Extremely Hard,High
57042,SS,Eric Cross,22,Normal,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,40,30,45,40,20,20,60,45,55,60,40,50,60,45,25,20,Slot,Easy,High
57043,2B,Mike Moran,22,Normal,Normal,Low,S,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,35,40,30,45,40,20,20,60,45,40,45,50,45,30,45,45,35,Slot,Normal,Very High
57044,3B,Nesty Villegas,21,Normal,Normal,High,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,35,30,45,45,20,20,45,50,65,30,30,55,65,40,40,20,Slot,Hard,Very High
57045,SP,BOBBY NAEGLE,21,Normal,High,Normal,R,R,65,55,50,50,-,70,-,-,-,65,65,-,-,-,-,3,91-93 Mph,35,70,-,Over the Top,Normal,NEU,20,30,20,20,25,20,20,35,20,55,40,25,30,40,30,20,20,$6.5m,Normal,Very High
57046,SP,A.J. Murphy,21,Normal,Normal,High,L,L,20,50,30,35,55,70,65,-,-,-,-,-,-,-,-,3,90-92 Mph,55,40,-,Normal (3/4),Normal,NEU,40,30,20,25,55,20,20,35,30,70,20,40,30,35,40,25,25,Slot,Normal,Very High
57047,SP,Jeff Korn,21,Normal,Normal,Normal,R,R,35,40,35,45,55,-,-,50,-,55,-,-,-,-,-,3,94-96 Mph,50,55,-,Normal (3/4),Normal,NEU,30,30,20,20,40,20,20,25,20,60,25,40,30,30,20,20,20,Slot,Hard,Very High
57048,CF,Ivan Zamorano,18,Normal,Normal,Low,L,L,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,25,-,Normal (3/4),Normal,NEU,40,30,20,40,55,20,20,60,40,40,20,55,45,55,45,55,45,Slot,Extremely Hard,Very High
57049,SP,Steve Matthews,21,Normal,Normal,Normal,L,R,40,45,40,45,-,-,-,55,-,55,60,-,-,-,-,3,91-93 Mph,50,65,-,Over the Top,Normal,NEU,30,25,20,20,40,25,20,30,35,70,25,40,30,35,30,20,20,$480k,Normal,Very High
57050,SP,D.J. Brown,21,Durable,Normal,Normal,R,R,20,35,25,35,45,35,40,30,-,-,-,40,-,-,-,5,88-90 Mph,40,65,-,Normal (3/4),Normal,FB,30,25,20,30,30,20,20,35,25,45,25,30,30,45,30,30,20,Slot,Normal,High
57051,SS,Jim Linebaugh,18,Durable,High,Normal,L,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,30,50,45,20,20,60,65,50,60,55,45,45,60,40,40,Slot,Extremely Hard,High
57052,1B,Chris Vreugdenhil,18,Normal,Normal,Normal,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,35,25,50,45,20,20,25,35,40,25,30,25,30,30,45,55,Slot,Extremely Hard,Very High
57053,3B,Harley Redman,21,Durable,Normal,Normal,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,30,40,45,40,25,25,45,45,55,50,35,45,55,45,50,45,Slot,Hard,Very High
57054,RP,Alan Davis,18,Durable,Low,High,L,R,20,40,30,40,50,30,-,-,45,-,-,-,-,-,-,3,88-90 Mph,40,45,-,Normal (3/4),Normal,NEU,25,30,20,25,30,20,20,25,30,45,25,30,30,25,20,20,20,Slot,Normal,Very High
57055,RP,Jeff Hoffman,18,Normal,Normal,Normal,R,R,20,40,30,45,50,30,-,55,-,-,-,-,-,-,-,3,88-90 Mph,25,45,-,Normal (3/4),Normal,NEU,25,25,20,25,35,20,20,30,25,50,25,30,35,25,30,30,30,Slot,Hard,Very High
57056,3B,ISAIAH BINNS,21,Durable,Normal,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,65,45,40,50,20,20,55,50,55,35,30,50,55,35,30,25,$1.1m,Hard,Very High
57057,SP,Joe Margolis,20,Normal,Normal,Normal,R,R,20,40,30,35,45,30,50,-,-,-,-,45,-,-,-,4,87-89 Mph,55,40,-,Normal (3/4),Normal,NEU,20,25,25,20,25,20,25,30,20,55,20,50,25,30,30,20,20,Slot,Normal,High
57058,RP,Jonathan Burrous,22,Normal,Normal,Low,R,L,20,40,25,35,55,30,-,-,-,-,45,-,-,-,-,3,89-91 Mph,65,40,-,Sidearm,Normal,NEU,20,25,20,20,25,20,20,35,35,50,20,40,25,30,35,20,25,Slot,Easy,Very High
57059,CF,Mike Brauser,21,Normal,Normal,Low,R,R,25,40,30,40,55,20,-,-,-,55,-,-,-,-,-,3,90-92 Mph,20,75,-,Over the Top,Normal,NEU,40,35,25,45,45,20,20,30,35,40,20,65,40,50,65,45,40,Slot,Hard,Very High
57060,SP,Ed Nieto,22,Normal,Normal,Low,R,R,20,40,30,40,-,55,50,-,-,-,45,50,-,-,-,4,90-92 Mph,60,65,-,Over the Top,Normal,NEU,30,30,25,20,40,20,25,30,35,55,25,40,30,35,30,30,30,Slot,Easy,Very High
57061,C,Tony Valenzuela,21,Normal,Normal,High,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,45,30,45,35,50,50,35,35,45,25,35,50,40,40,40,35,Slot,Hard,High
57062,CF,Alan Duffy,21,Normal,Normal,Normal,L,L,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,35,20,40,50,20,20,65,50,40,20,60,50,50,65,50,45,Slot,Normal,Very High
57063,C,ALEX GUERRA,17,Durable,Normal,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,40,45,45,40,55,65,45,25,40,40,20,35,30,35,25,25,20,$490k,Extremely Hard,Very High
57681,SP,Phil Pacheco,18,Normal,Normal,Normal,L,L,20,30,30,50,45,20,-,55,-,-,-,-,-,-,-,3,84-86 Mph,55,55,-,Normal (3/4),Normal,NEU,30,30,25,25,45,20,20,30,35,70,20,35,25,55,30,20,25,Slot,Extremely Hard,High
57682,SP,Zach Chambers,17,Durable,Normal,Low,R,R,20,35,30,45,-,30,60,-,-,-,45,-,-,-,-,3,86-88 Mph,25,70,-,Normal (3/4),Normal,NEU,30,30,20,20,45,20,25,30,20,50,25,20,30,30,25,25,20,Slot,Extremely Hard,High
57683,CF,Steve Mortimore,21,Normal,Normal,Normal,S,L,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,45,40,40,50,20,20,55,40,55,20,65,55,60,65,55,45,Slot,Normal,Very High
57684,CF,Nate Leak,17,Durable,Low,Low,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,35,50,45,20,20,35,30,65,25,60,50,70,60,30,30,Slot,Extremely Hard,Very High
57685,RP,Nate Dietz,21,Durable,Normal,Normal,R,R,30,40,45,50,-,20,-,-,50,-,50,-,-,-,-,3,90-92 Mph,65,35,-,Normal (3/4),GB'er,GB,30,30,20,25,45,20,20,30,30,60,35,20,30,25,25,20,30,Slot,Hard,High
57686,SP,KEVIN STOCKTON,22,Durable,Normal,High,L,L,60,50,60,50,65,55,60,-,-,-,-,-,-,-,-,3,98-100 Mph,65,70,-,Normal (3/4),Power,GB,35,30,25,25,50,20,20,30,25,50,20,40,30,35,25,25,20,$6.5m,Normal,Very High
57687,RF,Josh Wayman,21,Normal,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,35,45,45,20,20,35,35,45,20,55,40,60,65,55,50,Slot,Normal,Very High
57688,SP,Eddie Henley,17,Durable,Normal,Normal,R,R,20,40,25,30,50,-,55,50,-,-,-,-,-,-,-,3,87-89 Mph,35,50,-,Normal (3/4),Normal,NEU,25,35,25,20,25,25,20,35,35,45,25,35,30,20,20,20,20,Slot,Extremely Hard,High
57689,2B,Sean Goodwin,22,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,35,30,45,50,20,20,55,50,35,60,45,50,30,60,55,55,Slot,Normal,Very High
57690,3B,Brad Wilcox,18,Durable,Normal,Low,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,40,35,40,55,25,20,50,45,60,25,45,45,60,40,35,30,Slot,Extremely Hard,Very High
57691,C,LEO TALLET,21,Normal,High,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,NEU,30,35,30,45,40,65,50,25,35,40,20,40,35,45,20,20,25,Slot,Hard,High
57692,CL,Danny Menendez,21,Durable,Normal,Normal,L,L,20,55,25,35,65,-,-,65,-,-,-,-,-,-,-,2,93-95 Mph,60,45,-,Normal (3/4),Normal,NEU,25,35,20,30,30,25,20,30,30,45,20,45,25,25,20,20,20,Slot,Hard,Very High
57693,2B,Mike Walters,17,Normal,High,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,40,35,30,45,50,20,25,40,35,40,45,35,40,30,60,50,55,Slot,Extremely Hard,Very High
57694,CF,Andy Baert,18,Normal,Low,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,40,25,45,50,20,20,60,45,60,45,60,45,65,60,50,45,Slot,Normal,Very High
57695,SP,Vic Duboff,22,Normal,Normal,Low,R,L,20,30,25,35,40,20,-,40,-,-,-,-,-,-,-,4,89-91 Mph,75,65,40,Normal (3/4),Normal,FB,35,30,20,25,50,25,25,30,25,50,25,50,35,45,30,20,30,Slot,Extremely Hard,Very High
57696,SP,Nate Crain,17,Normal,High,Normal,R,R,20,40,50,35,60,30,-,-,60,-,-,-,-,-,-,3,92-94 Mph,50,60,-,Normal (3/4),GB'er,GB,30,30,25,20,45,20,20,30,25,35,25,45,25,30,25,20,20,Slot,Extremely Hard,Very High
57697,SP,Josh Bryant,21,Durable,Low,Normal,R,R,20,40,25,40,-,25,-,50,-,50,45,-,-,-,-,4,92-94 Mph,50,75,-,Sidearm,Normal,NEU,30,30,20,30,45,20,20,30,30,60,25,20,40,30,30,25,25,Slot,Easy,Very High
57698,SP,Tommy DeRyke,17,Normal,Normal,Normal,R,R,20,35,35,40,45,20,-,-,-,-,-,-,-,-,-,3,85-87 Mph,45,55,60,Normal (3/4),Normal,NEU,35,30,30,30,50,20,20,25,35,50,25,30,20,30,25,25,20,Slot,Extremely Hard,Very High
57699,SP,Jake Nikitin,21,Durable,Normal,High,R,R,25,45,40,40,60,-,55,-,50,-,-,-,-,-,-,3,93-95 Mph,55,70,-,Normal (3/4),Normal,NEU,25,30,20,25,35,20,20,40,35,55,45,35,40,45,25,20,20,Slot,Easy,High
57700,SS,Eddie Tavarez,22,Normal,High,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,40,40,25,35,55,20,25,60,65,60,70,55,55,65,35,70,65,Slot,Easy,Very High
57701,3B,Eddie Aguilera,21,Normal,Normal,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,30,45,50,20,20,50,55,80,45,35,50,75,30,20,20,Slot,Easy,Very High
57702,CF,Raul Rojas,22,Normal,Normal,Normal,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,40,35,45,35,20,20,60,45,40,20,70,55,50,70,55,45,Slot,Normal,Very High
57703,SP,Danny Medina,18,Normal,High,Normal,R,R,25,45,50,50,65,25,-,-,-,60,-,-,-,-,-,3,93-95 Mph,30,60,-,Normal (3/4),Normal,NEU,25,30,30,25,25,20,25,30,35,55,30,25,40,40,35,25,30,Slot,Extremely Hard,Very High
57704,RP,Dave Munroe,21,Durable,Normal,Low,L,R,20,30,30,35,40,40,40,-,-,-,40,30,40,-,-,6,87-89 Mph,45,40,-,Normal (3/4),Normal,FB,20,30,20,20,20,20,20,25,30,50,20,30,35,35,25,20,20,Slot,Normal,High
57705,SP,Nate Prim,17,Normal,Normal,Normal,L,L,20,35,25,35,50,25,55,-,-,-,-,-,-,-,-,3,87-89 Mph,50,65,-,Over the Top,Normal,FB,35,30,20,25,50,20,20,35,25,45,20,25,45,30,45,40,40,Slot,Extremely Hard,Very High
57706,CF,MIKE DAVENPORT,21,Durable,Normal,Normal,L,L,40,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,55,50,45,60,25,25,65,50,30,20,60,70,50,60,65,65,$600k,Normal,Very High
